"qid","query","prediction","cardinals","tf_answer","relaxed_precision","equivalent_ids","subgroups_ids","unrelated_ids"
8923,"how many nbme exams are there",3,"[(1.0, 0.52), (4.0, 0.89), (15.0, 0.9), (4.0, 0.96), (3.0, 0.98), (3.0, 0.85), (4.0, 0.53), (3.0, 0.9), (3.0, 0.89), (3.0, 0.94)]","[('7', 0.52, 'one every week', 1.0), ('8', 0.89, '4 sections', 4.0), ('9', 0.9, '15 NBME test forms', 15.0), ('16', 0.96, '4 Step 2 CK assessments', 4.0), ('22', 0.98, '3 separate exams', 3.0), ('23', 0.85, '3 NBMEs', 3.0), ('26', 0.53, '4 sections', 4.0), ('35', 0.9, 'Three NBME. tests', 3.0), ('37', 0.34, 'Three NBME. tests', 3.0), ('38', 0.89, 'Three NBME. tests', 3.0), ('44', 0.94, 'Three NBME tests', 3.0)]",0,,,
11257,"how many ppf account in india",,"[]","[('22', 0.41, 'one’', 1.0), ('38', 0.36, 'one of the best long term savings account in India. Opening a PPF account in Post Office is very easy and I am sure many of us did that in the early days of our job life. But gradually when we settle down in life & got busy with work, one thing', 1.0), ('38', 0.36, 'one of the best long term savings account in India. Opening a PPF account in Post Office is very easy and I am sure many of us did that in the early days of our job life. But gradually when we settle down in life & got busy with work, one thing', 1.0)]",0,,,
9380,"how many rakat is maghrib",2,"[(3.0, 0.5), (2.0, 0.96), (2.0, 0.52), (4.0, 0.56), (2.0, 0.91), (3.0, 0.7), (2.0, 0.5), (4.0, 0.52), (4.0, 0.79), (4.0, 0.82), (2.0, 0.86), (4.0, 0.94), (2.0, 0.69), (3.0, 0.97), (2.0, 0.51), (2.0, 0.72), (3.0, 0.59), (2.0, 0.73)]","[('0', 0.5, 'Three rakats', 3.0), ('1', 0.96, '2 rakats', 2.0), ('2', 0.43, 'Two rakat', 2.0), ('3', 0.52, '2 rakats', 2.0), ('4', 0.56, '4 Rakat Sunnat + 4 Rakat Fard + 2 Rakat', 4.0), ('7', 0.91, '2 rakat fard', 2.0), ('9', 0.46, '4 Rakat', 4.0), ('10', 0.35, '2 Sunnah Must', 2.0), ('11', 0.34, '3 Rakat Fardh, then 2 Rakat', 3.0), ('11', 0.34, '3 Rakat Fardh, then 2 Rakat', 2.0), ('12', 0.7, '3 Rakat Fard + 2 Rakat', 3.0), ('14', 0.5, '2 rakaat *', 2.0), ('15', 0.52, '4 rakats', 4.0), ('16', 0.79, 'four sunnah', 4.0), ('17', 0.82, '4 rakat sunnat', 4.0), ('18', 0.41, 'six supererogatory rak’ahs', 6.0), ('21', 0.86, ""two rak'ahs"", 2.0), ('22', 0.94, 'four obligatory rakats', 4.0), ('25', 0.69, 'Two rak’', 2.0), ('26', 0.42, '3 Rakat', 3.0), ('28', 0.97, ""3 rakaa'"", 3.0), ('29', 0.41, '2 Rakat', 2.0), ('30', 0.43, '2 Rakah', 2.0), ('31', 0.51, '2 rakat', 2.0), ('33', 0.72, '2 Sunnah Muakkadha', 2.0), ('34', 0.59, 'three rakats', 3.0), ('36', 0.73, 'two rakats', 2.0)]",0,,,
9640,"how many sgr trains are there in kenya",,"[]","[]",0,,,
10718,"how many strokes does zao have",4,"[(4.0, 0.97)]","[('25', 0.97, 'four-stroke cycle', 4.0)]",0,,,
7263,"how many swift dzire sold in india",2017,"[(2017.0, 0.83), (2017.0, 0.73), (2020.0, 0.66)]","[('20', 0.83, '2017 maruti Dzire prices', 2017.0), ('26', 0.73, '2017 Maruti Suzuki Swift Dzire Tour', 2017.0), ('34', 0.66, '2020 Auto Expo last month', 2020.0)]",0,,,
9978,"how many tuk tuks in india",,"[]","[]",0,,,
10431,"how many widows in the united states",11000000,"[(13600000.0, 0.54), (11000000.0, 0.9), (2300000.0, 0.63)]","[('0', 0.54, '13.6 million widows', 13600000.0), ('4', 0.9, '11 million widows', 11000000.0), ('11', 0.63, '2.3 million widowers', 2300000.0)]",0,,,
10486,"how many wwe network subscribers are there",1510000,"[(1227000.0, 0.87), (1590000.0, 0.98), (1810000.0, 0.98), (2100000.0, 0.97), (1000000.0, 0.64), (1510000.0, 0.99), (1820000.0, 0.99), (1000000.0, 0.94), (1600000.0, 0.98), (1400000.0, 0.98), (1500000.0, 0.98), (1800000.0, 0.99), (1000000.0, 0.58), (1469000.0, 0.92)]","[('1', 0.87, '1.227 million Network users', 1227000.0), ('2', 0.98, '1.59 million paid subscribers', 1590000.0), ('3', 0.37, '2.10 million', 2100000.0), ('4', 0.98, '1.81 million', 1810000.0), ('6', 0.47, '1.469 million total paid and trial subscribers 1.357 million paid subscribers', 1469000.0), ('6', 0.47, '1.469 million total paid and trial subscribers 1.357 million paid subscribers', 1357000.0), ('8', 0.97, 'about 2.1 million subscribers', 2100000.0), ('11', 0.64, 'about 1 million', 1000000.0), ('15', 0.99, '1.51 million paid network subscribers', 1510000.0), ('19', 0.99, '1.82 million subscribers', 1820000.0), ('24', 0.94, '1 million', 1000000.0), ('25', 0.98, '1.6 million monthly paid subscribers', 1600000.0), ('29', 0.98, 'about 1.4 million subscribers', 1400000.0), ('30', 0.98, '1.5 million subscribers', 1500000.0), ('32', 0.99, '1.8 million subscribers', 1800000.0), ('35', 0.58, 'one million subscribers', 1000000.0), ('38', 0.92, '1.469 million WWE Network subscribers', 1469000.0)]",0,,,
10899,"how many bcc can you send in yahoo",1,"[(1.0, 0.97)]","[('15', 0.45, 'around 90', 90.0), ('17', 0.97, 'one of these limits', 1.0)]",0,,,
10894,"how many miles from auckland to wellington",401,"[(305.0, 0.73), (1492.0, 0.87), (305.0, 0.56), (401.0, 0.93), (307.0, 0.85), (401.0, 0.92), (402.0, 0.91), (474.0, 0.93), (650.0, 0.53), (306.98, 0.91), (299.0, 0.99), (343.0, 0.76)]","[('0', 0.73, '305 miles', 305.0), ('2', 0.3, '402 miles or 647 km Driving time', 402.0), ('3', 0.87, '1492 miles / 2401.14 km', 1492.0), ('10', 0.56, '305 miles / 490.85 km', 305.0), ('11', 0.34, '402 miles or 647 km Driving time', 402.0), ('12', 0.93, '401 miles', 401.0), ('16', 0.85, '307 miles / 494 km', 307.0), ('18', 0.92, '401 miles', 401.0), ('22', 0.91, '402 miles or 647 kilometers', 402.0), ('27', 0.93, '474 miles', 474.0), ('29', 0.53, '650 kilometres', 650.0), ('33', 0.91, '306.98 mi', 306.98), ('36', 0.99, '299 Miles', 299.0), ('37', 0.76, '343 miles', 343.0)]",0,,,
9208,"how many points in ppr league",12,"[(12.0, 0.96)]","[('38', 0.96, '12-team', 12.0)]",0,,,
8328,"knn how many features",4,"[(30.0, 0.98), (4.0, 0.99), (3.0, 0.92)]","[('3', 0.98, '30 attributes', 30.0), ('33', 0.99, 'Four features', 4.0), ('34', 0.92, '3 attributes', 3.0)]",0,,,
10390,"wcf how many instances",2,"[(2.0, 0.97)]","[('12', 0.97, '2 instances', 2.0)]",0,,,
