qid,query,prediction,cardinals,tf_answer,relaxed_precision,equivalent_ids,subgroups_ids,unrelated_ids
4753,how many shlokas in valmiki ramayana,24000,"[(25000.0, 0.98), (24000.0, 0.95), (24000.0, 0.97), (24000.0, 0.99), (24000.0, 0.58), (24000.0, 0.99), (24007.0, 0.94), (240007.0, 0.91), (24000.0, 0.53), (24000.0, 0.97), (24000.0, 0.91), (24000.0, 0.99)]","[('0', 0.98, 'roughly 25,000', 25000.0), ('6', 0.95, 'twenty four thousand verses', 24000.0), ('10', 0.97, 'about 24,000', 24000.0), ('12', 0.99, '24,000', 24000.0), ('13', 0.58, 'some 24,000', 24000.0), ('15', 0.48, '50,000', 50000.0), ('16', 0.99, 'twenty four thousand Slokas', 24000.0), ('17', 0.94, '24000 7', 24007.0), ('23', 0.91, '240007', 240007.0), ('27', 0.53, '24,000-sloka', 24000.0), ('34', 0.97, 'approximately 24000 slokas', 24000.0), ('35', 0.91, '24000 shlokas', 24000.0), ('47', 0.99, '24000 slokas', 24000.0)]",1,"[12,16,47,10,34,6,35,13,27,0,17]",,[23]
4817,how many small businesses in florida,2700000,"[(2180556.0, 0.99), (1633574.0, 0.99), (2300000.0, 0.68), (31700000.0, 0.98), (2700000.0, 0.99), (2200000.0, 0.98), (31700000.0, 0.99), (30200000.0, 0.99)]","[('1', 0.99, '2,180,556', 2180556.0), ('2', 0.99, '1,633,574', 1633574.0), ('5', 0.68, '2.3 million Small Businesses', 2300000.0), ('7', 0.98, '31.7 million businesses', 31700000.0), ('16', 0.99, '2.7 million small businesses', 2700000.0), ('27', 0.98, 'nearly 2.2 million small businesses', 2200000.0), ('29', 0.99, '31.7 million small businesses', 31700000.0), ('38', 0.99, '30.2 Million Small Businesses', 30200000.0)]",1,"[16,1,2,5,27]",,"[7,29,38]"
4929,how many sworn officers in lapd,9974,"[(9974.0, 0.99), (10000.0, 0.99), (9500.0, 0.89), (9870.0, 0.99), (79431.0, 0.62), (10000.0, 0.88), (9974.0, 0.99), (10000.0, 0.98), (10000.0, 0.91), (9500.0, 0.99), (9900.0, 0.98)]","[('1', 0.99, '9,974', 9974.0), ('9', 0.99, 'about 10,000', 10000.0), ('10', 0.89, '9,500', 9500.0), ('12', 0.99, '9,870', 9870.0), ('13', 0.62, '79,431', 79431.0), ('14', 0.88, 'roughly 10,000', 10000.0), ('15', 0.99, '9,974', 9974.0), ('20', 0.98, 'about 10,000', 10000.0), ('23', 0.91, 'nearly 10,000', 10000.0), ('25', 0.99, '9,500', 9500.0), ('30', 0.98, 'about 9900 sworn officers', 9900.0)]",1,"[1,9,10,12,14,15,20,23,24,30]",,[13]
5142,how many temples in utah,17,"[(20.0, 0.55), (17.0, 0.94)]","[('15', 0.55, '20 new Latter-day Saint temples', 20.0), ('19', 0.94, '17 temples', 17.0)]",1,"[19,15]",,
5096,how many territories does canada have,3,"[(3.0, 0.62), (3.0, 0.88), (14.0, 0.9), (3.0, 0.53)]","[('6', 0.62, 'three territories', 3.0), ('12', 0.88, 'three territories', 3.0), ('17', 0.9, '14 territories', 14.0), ('18', 0.53, 'three territories', 3.0), ('19', 0.38, 'three territories', 3.0)]",1,"[12,6,18]",,[17]
5017,how many tgi fridays are there in the us,831,"[(831.0, 0.95), (335.0, 0.62), (831.0, 0.93)]","[('7', 0.95, '831 restaurants', 831.0), ('15', 0.62, '335 locations', 335.0), ('18', 0.93, '831 restaurants', 831.0)]",1,"[7,18]",[15],
5090,how many tribes of israel,12,"[(12.0, 0.99), (12.0, 0.67), (12.0, 0.99), (13.0, 0.99), (12.0, 0.96), (12.0, 0.99), (12.0, 0.99), (10.0, 0.99), (12.0, 0.99), (12.0, 0.89), (12.0, 0.97), (12.0, 0.99), (10.0, 0.79), (12.0, 0.99), (12.0, 0.99), (12.0, 0.99), (12.0, 0.65), (13.0, 0.99), (12.0, 0.99), (12.0, 0.99), (10.0, 0.99), (10.0, 0.98), (12.0, 0.99), (10.0, 0.99), (12.0, 0.98), (12.0, 0.99), (12.0, 0.97), (12.0, 0.99)]","[('0', 0.99, 'Twelve Tribes', 12.0), ('1', 0.67, '12 tribes', 12.0), ('2', 0.99, 'Twelve Tribes', 12.0), ('3', 0.99, '13 tribes', 13.0), ('4', 0.96, 'twelve tribes', 12.0), ('5', 0.99, '12 tribes', 12.0), ('6', 0.99, '12 Tribes', 12.0), ('7', 0.99, '10 tribes', 10.0), ('9', 0.99, '12 tribes', 12.0), ('11', 0.89, '12 Tribes', 12.0), ('12', 0.97, 'Twelve Tribes', 12.0), ('14', 0.99, '12 Tribes', 12.0), ('16', 0.79, '10 northern tribes', 10.0), ('20', 0.99, '12 tribes', 12.0), ('25', 0.99, '12 TRIBES', 12.0), ('26', 0.99, '12 tribes', 12.0), ('28', 0.65, '12 sons', 12.0), ('30', 0.99, '13 tribes', 13.0), ('31', 0.99, 'Twelve Tribes', 12.0), ('32', 0.99, 'Twelve Tribes', 12.0), ('33', 0.99, '10 tribes', 10.0), ('34', 0.98, '10 tribes', 10.0), ('35', 0.99, '12 Tribes', 12.0), ('37', 0.99, '10 tribes', 10.0), ('43', 0.98, 'twelve tribes', 12.0), ('45', 0.99, '12 tribes', 12.0), ('47', 0.97, 'twelve tribes', 12.0), ('49', 0.99, '12 tribes', 12.0)]",1,"[0,1,2,3,4,5,6,9,11,12,14,20,25,26,28,30,31,32,35,43,45,47,49]","[7,16,33,34,37]",
5185,how many ubl branches in pakistan,1350,"[(1400.0, 0.99), (1385.0, 0.96), (1350.0, 0.99), (1281.0, 0.96)]","[('0', 0.99, '1,400', 1400.0), ('3', 0.96, 'almost 1385 branches', 1385.0), ('11', 0.99, '1350 Branches', 1350.0), ('12', 0.96, '1281 branches', 1281.0)]",1,"[11,0,3,12]",,
5298,how many uob branches in indonesia,178,"[(178.0, 0.97)]","[('2', 0.97, '178 branches', 178.0), ('10', 0.45, '44 UOB Group Branches', 44.0)]",1,,,
6042,how many varieties of zoysia grass are there,3,"[(3.0, 0.98), (3.0, 0.98), (3.0, 0.93), (4.0, 0.51), (3.0, 0.67), (11.0, 0.69), (12000.0, 0.85)]","[('6', 0.98, 'three main varieties', 3.0), ('7', 0.98, 'three main varieties', 3.0), ('13', 0.93, 'three principal species', 3.0), ('15', 0.51, 'four varieties', 4.0), ('18', 0.67, 'three of the different species', 3.0), ('21', 0.69, 'Almost 11 different species', 11.0), ('26', 0.85, '12,000', 12000.0)]",1,"[6,7,13,18,15,21]",,
5410,how many vatican museums are there,54,"[(54.0, 0.98)]","[('6', 0.98, '54 museums', 54.0)]",1,,,
5884,how many wineries in santa ynez valley,120,"[(120.0, 0.99), (300.0, 0.89), (120.0, 0.99), (70.0, 0.94), (120.0, 0.98), (120.0, 0.53), (13.0, 0.95)]","[('3', 0.99, '120 wineries', 120.0), ('4', 0.89, '300 Santa Barbara County wineries', 300.0), ('10', 0.99, '120 wineries', 120.0), ('12', 0.94, '70 wineries', 70.0), ('14', 0.98, '120 wineries', 120.0), ('40', 0.53, '120 wineries', 120.0), ('42', 0.95, '13 wineries', 13.0)]",1,"[3,10,14,40]","[12,42]",[4]
6037,how many zones was germany divided into,4,"[(4.0, 0.99), (4.0, 0.6), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (4.0, 0.82), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99)]","[('0', 0.99, 'four zones', 4.0), ('1', 0.6, 'four military occupation zones', 4.0), ('2', 0.99, 'four sectors', 4.0), ('4', 0.99, 'four occupational zones', 4.0), ('6', 0.99, 'four zones', 4.0), ('9', 0.98, ""4 'zones"", 4.0), ('10', 0.99, 'four occupied zones', 4.0), ('11', 0.43, 'Three', 3.0), ('12', 0.82, 'four', 4.0), ('13', 0.99, 'four zones', 4.0), ('14', 0.99, 'four zones', 4.0), ('16', 0.98, 'four Allied occupation zones', 4.0), ('17', 0.99, 'four zones', 4.0), ('18', 0.99, 'four zones', 4.0), ('19', 0.99, 'four zones', 4.0), ('20', 0.98, 'four occupation zones', 4.0), ('21', 0.99, 'four zones', 4.0), ('24', 0.99, 'four zones', 4.0), ('25', 0.99, 'four zones', 4.0), ('26', 0.99, 'four zones', 4.0)]",1,"[0,2,4,6,10,13,14,17,18,19,21,24,25,26,9,16,20,12,1]",,
1879,how many airports in hcmc,2,"[(2.0, 0.84), (2.0, 0.94), (2.0, 0.95), (2.0, 0.95), (2.0, 0.98), (2.0, 0.96), (2.0, 0.98), (2.0, 0.67)]","[('0', 0.84, 'two terminal buildings', 2.0), ('14', 0.94, 'two hub international airports', 2.0), ('18', 0.95, 'two hub international airports', 2.0), ('21', 0.95, 'two phases', 2.0), ('24', 0.98, 'two terminals', 2.0), ('25', 0.96, '2', 2.0), ('29', 0.98, 'two addresses', 2.0), ('35', 0.67, '2 hours', 2.0)]",0,,,
3011,how many airports in kiev,2,"[(2.0, 0.98), (3.0, 0.9), (2.0, 0.91), (2.0, 0.97), (2.0, 0.98), (2.0, 0.97), (2.0, 0.97), (3.0, 0.91)]","[('3', 0.98, 'two main Airports', 2.0), ('12', 0.9, 'one of the two commercial airports', 3.0), ('15', 0.91, 'two international airports', 2.0), ('18', 0.97, '2 airports', 2.0), ('19', 0.98, '2 airports', 2.0), ('21', 0.97, '2 airport', 2.0), ('22', 0.97, 'two main passenger terminals', 2.0), ('25', 0.91, '3 terminals', 3.0)]",0,,,
176,how many algerian in usa,8000,"[(8000.0, 0.96)]","[('0', 0.96, '8,000', 8000.0)]",0,,,
228,how many aoc french wines are there,474,"[(474.0, 0.96)]","[('21', 0.96, '474 wine appellations', 474.0)]",0,,,
249,how many aqueducts did rome have,9,"[(9.0, 0.93), (11.0, 0.9), (480.0, 0.8), (9.0, 0.99)]","[('9', 0.93, 'nine aqueducts', 9.0), ('11', 0.49, 'around 11 aqueduct systems', 11.0), ('12', 0.9, '11 aqueducts', 11.0), ('22', 0.8, '480 miles', 480.0), ('41', 0.99, 'nine aqueducts', 9.0)]",0,,,
427,how many bcf stores in australia,100,"[(115.0, 0.99), (70.0, 0.96), (135.0, 0.88), (130.0, 0.93), (100.0, 0.75), (100.0, 0.55), (100.0, 0.83), (100.0, 0.83), (130.0, 0.95)]","[('7', 0.99, '115 stores', 115.0), ('11', 0.96, '70+ BCF store locations', 70.0), ('13', 0.88, '135+ stores', 135.0), ('14', 0.93, '130+ stores', 130.0), ('17', 0.29, '90+', 90.0), ('22', 0.75, '100 stores', 100.0), ('27', 0.55, '100 stores', 100.0), ('28', 0.83, '100 stores', 100.0), ('31', 0.83, '100 BCF stores', 100.0), ('37', 0.95, '130+ stores', 130.0)]",0,,,
3005,how many belts in taekwondo,14,"[(14.0, 0.97)]","[('16', 0.97, '14', 14.0)]",0,,,
473,how many bhishma tank india have,4500,"[(28818.0, 0.88), (21.0, 0.6), (4500.0, 0.89)]","[('15', 0.88, '60 480 18', 28818.0), ('20', 0.6, '21 regiments', 21.0), ('31', 0.89, 'about four and a half thousand tanks', 4500.0)]",0,,,
475,how many bhs stores in uk,319000,"[(319000.0, 0.97)]","[('20', 0.97, '319,000', 319000.0)]",0,,,
504,how many black people in america,36400000,"[(36400000.0, 0.82)]","[('2', 0.82, '36.4 million people', 36400000.0)]",0,,,
542,how many books in the catholic bible,73,"[(73.0, 0.94), (73.0, 0.99), (14.0, 0.97), (73.0, 0.88), (46.0, 0.99), (66.0, 0.59), (46.0, 0.92), (72.0, 0.55), (73.0, 0.64), (73.0, 0.99), (46.0, 0.91), (73.0, 0.97), (73.0, 0.99), (66.0, 0.64), (73.0, 0.72), (66.0, 0.77), (73.0, 0.82), (73.0, 0.99), (73.0, 0.96), (73.0, 0.99), (27.0, 0.97)]","[('4', 0.94, '73 or 66 Books', 73.0), ('5', 0.99, '73 books', 73.0), ('7', 0.97, '14 books', 14.0), ('9', 0.21, '66 books', 66.0), ('10', 0.88, '73 books', 73.0), ('13', 0.99, '46 books', 46.0), ('14', 0.42, '46 books', 46.0), ('15', 0.59, '66 Books', 66.0), ('20', 0.92, '46 books', 46.0), ('22', 0.55, '72 books', 72.0), ('23', 0.64, '73 books', 73.0), ('26', 0.99, '73 books', 73.0), ('27', 0.42, '66 books', 66.0), ('31', 0.91, '46 books', 46.0), ('32', 0.97, '73 books', 73.0), ('33', 0.99, '73 books', 73.0), ('34', 0.64, '66 books', 66.0), ('35', 0.72, '73 books', 73.0), ('36', 0.77, '66 books', 66.0), ('37', 0.82, '73 books', 73.0), ('38', 0.99, '73 books', 73.0), ('40', 0.96, '73 books', 73.0), ('43', 0.99, '73 books', 73.0), ('44', 0.97, '27 books', 27.0)]",0,,,
645,how many caucuses are there in congress,48,"[(173.0, 0.86), (48.0, 0.91)]","[('15', 0.86, '173 Congressional caucuses', 173.0), ('31', 0.91, '48 “', 48.0)]",0,,,
646,how many caves are in texas,14,"[(8.0, 0.99), (10000.0, 0.63), (14.0, 0.72)]","[('0', 0.99, '8 Caves', 8.0), ('5', 0.63, 'About 10,000', 10000.0), ('29', 0.72, '14 storage caverns', 14.0)]",0,,,
6055,how many channels does zuku have,30,"[(60.0, 0.63), (30.0, 0.85)]","[('1', 0.63, '60 Local', 60.0), ('2', 0.35, '20', 20.0), ('16', 0.85, '30 private channels', 30.0)]",0,,,
5098,how many commissioners does tsc have,5,"[(5.0, 0.91)]","[('26', 0.91, 'five commissioners', 5.0)]",0,,,
1311,how many countries speak english,55,"[(55.0, 0.99), (67.0, 0.6), (55.0, 0.99), (67.0, 0.82)]","[('2', 0.99, '55 sovereign states', 55.0), ('5', 0.6, '67 nations', 67.0), ('23', 0.99, '55 sovereign states', 55.0), ('28', 0.82, '67 nations', 67.0)]",0,,,
898,how many cts wagons were made,1767,"[(575.0, 0.98), (54.0, 0.96), (1767.0, 0.95), (1961.0, 0.74), (1767.0, 0.99)]","[('4', 0.32, '2008 CTS models—', 2008.0), ('6', 0.43, '82', 82.0), ('14', 0.98, '575', 575.0), ('25', 0.96, '54 wagons', 54.0), ('27', 0.95, '1,767', 1767.0), ('37', 0.74, '1961 Cadillac station wagon', 1961.0), ('41', 0.99, '1,767', 1767.0)]",0,,,
945,how many czech players in nhl,803,"[(803.0, 0.98), (33.0, 0.62)]","[('15', 0.46, '20 seasons', 20.0), ('26', 0.98, '803 players', 803.0), ('39', 0.62, '33 seasons', 33.0)]",0,,,
5127,how many dams does tva have,32,"[(29.0, 0.59), (49.0, 0.99), (49.0, 0.99), (32.0, 1.0), (32.0, 1.0)]","[('1', 0.59, '29 hydroelectric dams', 29.0), ('2', 0.99, '49 dams', 49.0), ('3', 0.99, '49 dams', 49.0), ('7', 1.0, '32', 32.0), ('38', 1.0, '32', 32.0)]",0,,,
5066,how many died in tohoku earthquake,16000,"[(15894.0, 0.98), (16000.0, 0.97), (20000.0, 0.99), (25000.0, 0.6)]","[('7', 0.98, '15,894', 15894.0), ('9', 0.97, '16,000', 16000.0), ('33', 0.99, '20,000', 20000.0), ('40', 0.6, 'some 25,000', 25000.0)]",0,,,
3949,how many eagle merit badges are there,13,"[(13.0, 0.98), (13.0, 0.51), (13.0, 0.9), (13.0, 0.96), (13.0, 0.94), (13.0, 0.87), (5.0, 0.67), (13.0, 0.84), (12.0, 0.73)]","[('0', 0.98, '13 merit badges', 13.0), ('1', 0.51, '13 very specific topics.', 13.0), ('2', 0.9, '13 merit badges', 13.0), ('3', 0.96, '13 very specific topics', 13.0), ('4', 0.94, '13 very specific topics', 13.0), ('13', 0.87, '13 of which', 13.0), ('14', 0.67, 'five merit badges', 5.0), ('22', 0.84, '13', 13.0), ('29', 0.73, '12 Eagle-required badges', 12.0)]",0,,,
3951,how many eagle scouts per year,55186,"[(61366.0, 0.62), (55186.0, 0.69)]","[('0', 0.62, '61,366', 61366.0), ('19', 0.69, '55,186', 55186.0)]",0,,,
4003,how many eminem albums went diamond,11,"[(11.0, 0.99), (8.0, 0.56), (19.0, 0.57)]","[('1', 0.99, '11 studio albums', 11.0), ('21', 0.56, 'eight rap releases', 8.0), ('28', 0.57, '19 certified diamond', 19.0)]",0,,,
1466,how many faa centers are there,25,"[(9.0, 0.99), (25.0, 0.71), (700.0, 0.69)]","[('2', 0.99, 'nine regional', 9.0), ('3', 0.71, '25 Air Route Traffic Control Centers', 25.0), ('39', 0.69, 'nearly 700 FAA-approved', 700.0)]",0,,,
1537,how many fgfa will india buy,120,"[(120.0, 0.51)]","[('15', 0.51, '120 FGFA', 120.0)]",0,,,
1573,how many fleets in the us navy,2015,"[(2015.0, 0.97)]","[('0', 0.97, '2015', 2015.0)]",0,,,
1670,how many gangs are in the us,28100,"[(28100.0, 0.98), (1400000.0, 0.71)]","[('3', 0.98, 'approximately 28,100', 28100.0), ('47', 0.71, 'estimated 1.4 million gang members', 1400000.0)]",0,,,
1782,how many gas stations in manhattan,41,"[(41.0, 0.99), (39.0, 0.59), (50.0, 0.61), (31.0, 0.98), (50.0, 0.9), (105.0, 0.96), (39.0, 1.0)]","[('0', 0.99, '41', 41.0), ('5', 0.59, '39 gas stations', 39.0), ('8', 0.61, '50 gas stations', 50.0), ('11', 0.98, '31 gas stations', 31.0), ('18', 0.9, '50 gas stations', 50.0), ('19', 0.96, '105', 105.0), ('32', 1.0, '39', 39.0), ('35', 0.4, '60 to just 39', 60.0), ('35', 0.4, '60 to just 39', 39.0), ('47', 0.39, '40', 40.0)]",0,,,
1155,how many gates does dtw have,536,"[(129.0, 0.95), (536.0, 0.98)]","[('0', 0.95, '129 gates', 129.0), ('15', 0.98, '536', 536.0)]",0,,,
1679,how many gay nfl players are there,1696,"[(1700.0, 0.7), (1696.0, 0.87)]","[('19', 0.7, 'about 1,700', 1700.0), ('29', 0.87, '1,696', 1696.0)]",0,,,
1847,how many hawaiian islands are there total,8,"[(18.0, 0.87), (6.0, 0.65), (4.0, 0.67), (18.0, 0.95), (8.0, 0.96)]","[('4', 0.87, '18 islands', 18.0), ('6', 0.65, 'six largest islands', 6.0), ('18', 0.67, '4 main ones', 4.0), ('20', 0.95, '18', 18.0), ('29', 0.96, '8 total islands', 8.0)]",0,,,
1949,how many hiqa standards are there,8,"[(29.0, 0.96), (8.0, 0.5), (4.0, 0.88)]","[('4', 0.96, '29 standards', 29.0), ('7', 0.5, 'eight key themes', 8.0), ('34', 0.88, 'four recommendations', 4.0)]",0,,,
1995,how many hof did kobe play with,5,"[(5.0, 0.65), (5.0, 0.74)]","[('9', 0.65, 'five NBA championships', 5.0), ('12', 0.49, '5 NBA Championships', 5.0), ('19', 0.74, '5 times', 5.0)]",0,,,
2094,how many icar colleges in india,8,"[(48.0, 0.61), (8.0, 0.97)]","[('1', 0.61, '48 Colleges', 48.0), ('13', 0.97, '8 institutions', 8.0)]",0,,,
2169,how many ifrs standards are notified in india,35,"[(35.0, 0.75)]","[('5', 0.75, '35 ‘', 35.0), ('35', 0.13, '4 Insurance contracts 5', 4.0), ('35', 0.13, '4 Insurance contracts 5', 5.0)]",0,,,
2275,how many inactive volcanoes are in hawaii,5,"[(5.0, 0.92), (5.0, 0.94), (4.0, 0.93), (169.0, 0.88)]","[('8', 0.38, 'four active volcanoes', 4.0), ('13', 0.92, 'five separate volcanoes', 5.0), ('40', 0.94, 'five active volcanoes', 5.0), ('46', 0.93, 'four active volcanoes', 4.0), ('47', 0.88, '169 potentially active volcanoes', 169.0)]",0,,,
2569,how many isa can you have,1,"[(2.0, 0.74), (1.0, 0.72), (1.0, 0.83), (1.0, 0.82), (1.0, 0.8)]","[('4', 0.74, '2 cash ISAs’', 2.0), ('12', 0.72, 'one cash ISA', 1.0), ('20', 0.83, 'one type', 1.0), ('28', 0.82, 'one of each type', 1.0), ('37', 0.8, 'one mini ISA', 1.0)]",0,,,
2413,how many iwo jima vets still living,6821,"[(6821.0, 0.95)]","[('4', 0.95, '6,821', 6821.0)]",0,,,
2439,how many jails are in virginia,244,"[(244.0, 0.91), (60.0, 0.75)]","[('0', 0.91, '244 Jails & Prisons', 244.0), ('3', 0.75, '60 local', 60.0)]",0,,,
2483,how many jci accredited hospitals in india,34,"[(34.0, 0.94)]","[('0', 0.94, '34 JCI', 34.0)]",0,,,
2010,how many jobs does barbie have,150,"[(150.0, 0.65), (14.0, 0.6)]","[('4', 0.65, '150 careers', 150.0), ('28', 0.6, '14 jobs', 14.0)]",0,,,
2607,how many jr stations in tokyo,30,"[(142.0, 0.83), (30.0, 0.9), (4800.0, 0.71), (20.0, 0.76), (5.0, 0.65), (180.0, 0.94), (5.0, 0.68), (5.0, 0.93)]","[('0', 0.83, '142 unique stations', 142.0), ('4', 0.9, '30 stations', 30.0), ('5', 0.71, '4800 stations', 4800.0), ('15', 0.76, '20 minutes', 20.0), ('16', 0.65, 'five stations', 5.0), ('19', 0.94, '180 stations', 180.0), ('22', 0.68, '5 local JR', 5.0), ('30', 0.93, 'five main Tokyo railway lines', 5.0)]",0,,,
2889,how many knights of ren are there,5,"[(6.0, 0.93), (5.0, 0.98)]","[('30', 0.93, 'six Knights', 6.0), ('31', 0.98, 'Five', 5.0)]",0,,,
3035,how many lakes in colorado,49,"[(49.0, 0.99)]","[('5', 0.99, '49 lakes', 49.0), ('7', 0.48, '21 of Colorado’s largest', 21.0)]",0,,,
3107,how many lgas in australia,29,"[(29.0, 0.76)]","[('7', 0.76, '29', 29.0)]",0,,,
3273,how many mcu movies was robert downey jr in,2,"[(2.0, 0.63), (2.0, 0.7), (23.0, 0.97), (4.0, 0.91), (2.0, 0.92), (3.0, 0.7), (2.0, 0.93), (2.0, 0.98), (2.0, 0.95)]","[('0', 0.63, '2', 2.0), ('3', 0.18, '2', 2.0), ('4', 0.7, '2', 2.0), ('11', 0.97, '23 MCU Movies', 23.0), ('13', 0.91, 'four MCU phases', 4.0), ('23', 0.92, 'two career-defining films', 2.0), ('25', 0.7, '3', 3.0), ('26', 0.33, '4 in the works (possibly because of the two upcoming Avengers movies', 4.0), ('26', 0.33, '4 in the works (possibly because of the two upcoming Avengers movies', 2.0), ('29', 0.93, 'two “', 2.0), ('35', 0.98, 'two years', 2.0), ('36', 0.49, 'Two', 2.0), ('37', 0.95, '2 years', 2.0)]",0,,,
3300,how many medical schools in texas,10,"[(10.0, 0.51), (10.0, 0.92), (17.0, 0.89)]","[('6', 0.51, '10 Medical Schools', 10.0), ('35', 0.92, '10', 10.0), ('44', 0.89, '17 schools', 17.0)]",0,,,
3847,how many members did nwo have,4,"[(4.0, 0.89)]","[('26', 0.89, 'four-member girl group', 4.0)]",0,,,
3616,how many methods of ndt are there,4,"[(6.0, 0.99), (4.0, 0.96), (2.0, 0.61), (3.0, 0.98), (3.0, 0.65), (4.0, 0.98)]","[('1', 0.99, 'six of them', 6.0), ('2', 0.42, 'six methods', 6.0), ('11', 0.96, 'four techniques', 4.0), ('14', 0.61, '2', 2.0), ('15', 0.98, '3 levels', 3.0), ('30', 0.65, '3.13', 3.0), ('46', 0.98, 'four types', 4.0)]",0,,,
3489,how many mummies are in egypt,27,"[(34.0, 0.98), (70000000.0, 0.67), (27.0, 0.84), (8.0, 0.95), (30.0, 0.98), (12.0, 0.94)]","[('6', 0.98, '34', 34.0), ('18', 0.67, '70 million mummies', 70000000.0), ('20', 0.84, '27 mummies', 27.0), ('39', 0.95, 'Eight mummies', 8.0), ('41', 0.98, '30 ancient mummies', 30.0), ('45', 0.94, '12', 12.0)]",0,,,
3802,how many nato troops are in afghanistan,11000,"[(9600.0, 0.98), (1350000.0, 0.8), (11000.0, 0.74), (2500.0, 0.52)]","[('3', 0.98, '9,600', 9600.0), ('8', 0.8, '1.35 million troops', 1350000.0), ('23', 0.74, 'about 11,000', 11000.0), ('45', 0.52, '2,500', 2500.0)]",0,,,
3583,how many nbme exams are there,3,"[(1.0, 0.52), (4.0, 0.89), (15.0, 0.9), (4.0, 0.96), (3.0, 0.98), (3.0, 0.85), (5.0, 0.51), (4.0, 0.53), (12.0, 0.74), (3.0, 0.9), (7.0, 0.5), (3.0, 0.89), (3.0, 0.67), (3.0, 0.94)]","[('7', 0.52, 'one every week', 1.0), ('8', 0.89, '4 sections', 4.0), ('9', 0.9, '15 NBME test forms', 15.0), ('16', 0.96, '4 Step 2 CK assessments', 4.0), ('22', 0.98, '3 separate exams', 3.0), ('23', 0.85, '3 NBMEs', 3.0), ('24', 0.51, '5', 5.0), ('26', 0.53, '4 sections', 4.0), ('32', 0.74, '12', 12.0), ('35', 0.9, 'Three NBME. tests', 3.0), ('36', 0.5, '7', 7.0), ('37', 0.34, 'Three NBME. tests', 3.0), ('38', 0.89, 'Three NBME. tests', 3.0), ('41', 0.67, '3', 3.0), ('44', 0.94, 'Three NBME tests', 3.0)]",0,,,
3848,how many nxt championships are there,15,"[(15.0, 0.86), (4.0, 0.73)]","[('25', 0.86, '15 August 2018', 15.0), ('35', 0.73, 'Four Horsewomen', 4.0)]",0,,,
4034,how many opm chapters are there,3,"[(2.0, 0.85), (2.0, 0.97), (11.0, 0.82), (4.0, 0.87), (3.0, 0.95), (3.0, 0.69), (70.0, 0.85), (2.0, 0.95), (4.0, 1.0)]","[('0', 0.85, 'two-year hiatus', 2.0), ('1', 0.97, 'two chapter numbering systems', 2.0), ('6', 0.82, '11', 11.0), ('7', 0.87, 'four chapters', 4.0), ('10', 0.95, '3', 3.0), ('22', 0.27, '4', 4.0), ('24', 0.69, '3', 3.0), ('31', 0.43, '2', 2.0), ('35', 0.85, '70 Important Notice', 70.0), ('37', 0.49, '3 of The Guide', 3.0), ('41', 0.95, '2', 2.0), ('44', 1.0, '4', 4.0)]",0,,,
4035,how many opm ovas are there,5,"[(4.0, 0.98), (6.0, 0.85), (2.0, 0.62), (5.0, 0.84)]","[('16', 0.98, '4', 4.0), ('24', 0.85, 'six total', 6.0), ('27', 0.34, '9 OVAs', 9.0), ('31', 0.38, '13 Naruto/Naruto', 13.0), ('32', 0.62, 'two happen', 2.0), ('40', 0.84, '5 Haikyuu OVAS', 5.0)]",0,,,
4335,how many pyramids in sudan,220,"[(800.0, 0.64), (255.0, 0.99), (220.0, 0.93), (220.0, 0.98), (255.0, 0.98), (220.0, 0.98)]","[('10', 0.64, '800 ...', 800.0), ('15', 0.99, '255 pyramids', 255.0), ('35', 0.93, '220 extant pyramids', 220.0), ('37', 0.98, '220 extant pyramids', 220.0), ('38', 0.26, '67', 67.0), ('42', 0.98, '255 pyramids', 255.0), ('43', 0.98, '220 extant pyramids', 220.0)]",0,,,
4349,how many qatari citizens are there,2600000,"[(2600000.0, 0.71), (313000.0, 0.6)]","[('1', 0.71, 'about 2.6 million inhabitants', 2600000.0), ('5', 0.6, '313,000', 313000.0)]",0,,,
4373,how many qurans,6236,"[(6236.0, 0.52)]","[('3', 0.52, '6236', 6236.0), ('9', 0.48, '6236 verses', 6236.0)]",0,,,
4527,how many rivers in india,9,"[(10360.0, 0.95), (8.0, 0.73), (52.0, 0.66), (9.0, 0.91)]","[('6', 0.95, '10360', 10360.0), ('7', 0.73, '8 major river systems', 8.0), ('21', 0.66, '52…', 52.0), ('41', 0.91, 'nine important rivers', 9.0)]",0,,,
