qid,query,prediction,cardinals,tf_answer,relaxed_precision,equivalent_ids,subgroups_ids,unrelated_ids
11116,how many confirmed cases of covid-19 in michigan,2516,"[(2032362.0, 0.99), (2516.0, 0.98), (53.0, 0.89), (45.0, 0.95), (10791.0, 0.99)]","[('6', 0.99, '2,032,362', 2032362.0), ('14', 0.98, '2,516', 2516.0), ('15', 0.89, '53', 53.0), ('18', 0.95, '45 cases', 45.0), ('19', 0.99, '10,791', 10791.0)]",0,,,
11439,how many govt schools in delhi,449,"[(449.0, 0.99)]","[('19', 0.99, '449 schools', 449.0)]",0,,,
11578,how many rick and morty episodes,10,"[(51.0, 0.98), (51.0, 0.99), (10.0, 0.99), (10.0, 0.99), (10.0, 0.93), (70.0, 0.97), (11.0, 0.67), (7.0, 0.78), (10.0, 0.87), (5.0, 0.51), (14.0, 0.95), (10.0, 0.97), (10.0, 0.99)]","[('0', 0.98, '51 episodes', 51.0), ('1', 0.99, '51 episodes', 51.0), ('3', 0.99, '10 episodes', 10.0), ('8', 0.42, '20 episodes into its 70-episode order', 20.0), ('8', 0.42, '20 episodes into its 70-episode order', 70.0), ('11', 0.99, '10 episodes', 10.0), ('15', 0.42, '20 episodes into its 70-episode order', 20.0), ('15', 0.42, '20 episodes into its 70-episode order', 70.0), ('16', 0.93, '10 Episodes', 10.0), ('17', 0.97, '70 episodes', 70.0), ('20', 0.67, '11-episode', 11.0), ('21', 0.78, 'seven', 7.0), ('22', 0.87, '10 episodes', 10.0), ('36', 0.51, '5', 5.0), ('37', 0.95, '14 Episodes', 14.0), ('41', 0.97, '10 episodes', 10.0), ('42', 0.33, '10 episodes', 10.0), ('44', 0.99, '10 episodes', 10.0)]",0,,,
10482,how many rss shakha in kerala,1355,"[(6845.0, 0.83), (5300.0, 0.91), (146.0, 0.98), (1355.0, 0.99)]","[('2', 0.83, '6,845', 6845.0), ('3', 0.91, '5300 daily shakhas', 5300.0), ('4', 0.98, '146 shakhas', 146.0), ('15', 0.99, '1,355', 1355.0), ('17', 0.49, '1275 Shakhas', 1275.0)]",0,,,
10483,how many rss workers killed in kerala,2016,"[(2016.0, 0.76), (286.0, 0.66)]","[('0', 0.76, '2016 list', 2016.0), ('8', 0.66, '286 RSS workers', 286.0)]",0,,,
9367,how many hospitals are in the united states,5100,"[(5100.0, 0.97)]","[('38', 0.97, 'about 5,100', 5100.0)]",0,,,
7414,how many gun owners in texas,1006555,"[(1400000.0, 0.96), (1006555.0, 0.98)]","[('0', 0.37, 'around 51 million firearms', 51000000.0), ('3', 0.96, 'nearly 1.4 million people', 1400000.0), ('4', 0.98, '1,006,555', 1006555.0)]",0,,,
10395,how many real estate agents in ohio,42371,"[(2511.0, 0.99), (50000.0, 0.97), (6140.0, 0.99), (42371.0, 0.95), (42682.0, 0.95), (46.0, 0.98), (47420.0, 0.77)]","[('1', 0.99, '2,511', 2511.0), ('2', 0.97, 'about 50,000', 50000.0), ('3', 0.99, '6,140', 6140.0), ('15', 0.95, '$42,371', 42371.0), ('27', 0.95, '$42,682', 42682.0), ('37', 0.98, '46 real estate agents', 46.0), ('40', 0.77, '$47,420', 47420.0)]",0,,,
9145,how many floors are in the white house,6,"[(4.0, 0.67), (4.0, 0.99), (6.0, 0.66), (6.0, 0.89), (4.0, 0.84), (3.0, 0.99), (6.0, 0.97), (6.0, 0.5), (6.0, 0.98), (6.0, 0.98), (6.0, 0.99)]","[('3', 0.67, 'four floors', 4.0), ('5', 0.99, '4', 4.0), ('6', 0.66, 'six stories', 6.0), ('14', 0.89, '6 levels', 6.0), ('17', 0.84, 'four floors', 4.0), ('18', 0.99, 'three floors', 3.0), ('19', 0.97, '6 levels', 6.0), ('22', 0.5, 'six stories', 6.0), ('25', 0.98, 'six floors', 6.0), ('31', 0.98, 'six floors', 6.0), ('34', 0.99, 'six floors', 6.0)]",,,,
9520,how many kayle in tft,5,"[(5.5, 0.52), (13.0, 0.94), (3.0, 0.64)]","[('2', 0.33, '5 min', 5.0), ('3', 0.52, '5.5 - Item build', 5.5), ('13', 0.94, '13 Kayles', 13.0), ('35', 0.64, '3 BM', 3.0)]",,,,
10801,how many ugg brands in australia,,[],[],,,,
9548,how many evolutions does kecleon have,,[],[],,,,
7685,how many abyssian exam pass,,[],[],,,,
9670,how many panchayat in kujang block,,[],[],,,,
10796,how many rashtriy udyan in india,,[],[],,,,
7881,how many azs in us-east-1,,[],[],,,,
8940,how many eating utensils are in the white house,12,"[(12.0, 0.73), (3.0, 0.58)]","[('30', 0.73, '12 people', 12.0), ('40', 0.58, 'Three Eating Utensils', 3.0)]",,,,
10481,how many rspca shelters are there in australia,,[],[],,,,
10587,how many trains does mrt have,,[],[],,,,
7496,how many nba players have coronavirus,302,"[(450.0, 0.79), (7.0, 0.98), (302.0, 0.76)]","[('8', 0.79, '450 or so NBA players', 450.0), ('22', 0.98, 'seven players', 7.0), ('28', 0.41, 'seven....', 7.0), ('36', 0.27, 'seven', 7.0), ('44', 0.76, '302 NBA players', 302.0)]",,,,
7895,how many bars are in milwaukee,,[],[],,,,
8092,how many restaurants does coke have,,[],[],,,,
8128,how many coke stocks are there,,[],[],,,,
8357,how many hygienists per dentist in virginia,,[],[],,,,
8652,how many nsli semifinalists are there,,[],[],,,,
8812,how many orphanages in the us,,[],[],,,,
9511,how many kaepernick shoes were sold,,[],[],,,,
10961,how many employees does vmc have,,[],[],,,,
10965,how many covid cases in houston,,[],[],,,,
11548,how many peugeot dealers are there in the uk,,[],[],,,,
9744,how many students attend liu brooklyn,,[],[],,,,
10830,how many artists does umg have,,[],[],,,,
7832,how many athletes does nike sponsor,,[],[],,,,
9067,how many employees does ewtn have,,[],[],,,,
7827,how many atb assist materia,4,"[(4.0, 0.72), (3.0, 0.81), (5.0, 0.88)]","[('30', 0.47, 'two ATB commands', 2.0), ('37', 0.72, 'four enemy skills', 4.0), ('41', 0.81, 'three if', 3.0), ('42', 0.88, '5', 5.0)]",,,,
