qid,query,num_organic_results,num_count_spans,num_neg_snip,num_snip,answer_relation,answer_norm,answer_metric
3584,how many nbme for step 1,10,4,8,10,=,3.0,
4452,how many rc willey stores are there,10,1,9,10,=,7.0,
5863,how many words on the yggdrasil tree,10,2,8,10,=,3.0,
1925,how many hospitals in wisconsin,10,2,8,10,=,146.0,
4761,how many sig figs in 100,10,5,6,10,=,1.0,
5022,how many thoracic vertebrae are there,10,4,6,10,=,12.0,
4303,how many pukekos are in new zealand,9,1,8,9,=,600000.0,
1097,how many donuts are in a baker's dozen,10,5,7,10,=,13.0,
2481,how many jcb factories are there in uk,10,2,8,10,=,22.0,
2580,how many steps in jivdani mandir,8,4,5,8,=,1465.0,
3906,how many obi stores in germany,10,1,9,10,=,668.0,
4918,how many sukhoi india have,8,1,7,8,=,260.0,
2185,how many types of igg are there,10,2,8,10,=,4.0,
1381,how many armor does erza have,8,3,5,8,=,100.0,
1376,how many eruptions has krakatoa had,10,1,9,10,=,1680.0,
3791,how many national parks are in the united states,10,1,9,10,=,419.0,
2895,how many korean characters are there,9,1,8,9,=,28.0,
485,how many billionaires live in illinois,10,4,8,10,=,18.0,
5288,how many unlicensed drivers in california,10,1,9,10,=,2000000.0,
1115,how many drdo in india,10,1,9,10,=,50.0,
5896,how many siblings does yoongi have,9,2,7,9,=,1.0,
2793,how many kestrels in uk,10,1,9,10,=,52000.0,
331,how many auburn players are in the nfl draft,10,3,8,10,=,285.0,
4145,how many pesos is a house in mexico,10,1,9,10,=,1070000.0,
3103,how many lfc fans in madrid,7,1,6,7,=,50000.0,
4203,how many employees does plt have,10,1,9,10,=,75.0,
2024,how many hsbc branches in hong kong,10,1,9,10,=,220.0,
755,how many cimorelli's are there,8,2,6,8,=,5.0,
2239,how many ikea's are in the world,10,1,9,10,=,313.0,
5258,how many uk deaths per year,10,2,9,10,=,552000.0,
5311,how many employees does upwork have,10,1,9,10,=,430.0,
250,how many aqf levels are available in australia,10,3,7,10,=,10.0,
3049,how many lawyers in the us,10,4,7,10,=,1338678.0,
4149,how many students at barton peveril,11,3,8,11,=,3600.0,
603,how many buzzer beaters does lebron have,9,1,8,9,=,18.0,
2577,how many jiu jitsu submissions are there,9,1,8,9,=,20.0,
3576,how many nbfc in india 2019,10,1,9,10,=,10000.0,
1277,how many eip payments,10,1,9,10,=,130000000.0,
2954,how many students does ksu have,10,2,8,10,=,38000.0,
2086,how many ibis hotels in india,10,1,9,10,=,1500.0,
66,how many aeon big in malaysia,10,2,8,10,=,22.0,
1308,how many embassies are in the us,10,3,8,10,=,168.0,
2956,how many kt is pure gold,10,7,5,10,=,24.0,
5345,how many uts and states in india,10,9,2,10,=,28.0,
4130,how many pdh for texas pe,10,4,7,10,=,15.0,
2819,how many died khmer rouge,10,2,8,10,=,2000000.0,
197,how many amhara are there in ethiopia,10,1,9,10,=,19867817.0,
5244,how many hospitals does uhs have,10,1,9,10,=,400.0,
652,how many cbs channels are there,10,2,8,10,=,15.0,
5391,how many uyghurs are detained in china,10,2,8,10,=,1000000.0,
4252,how many seats available in pqwl available,9,2,8,9,=,1.0,
2220,how many nift colleges in india,10,1,9,10,=,16.0,
2516,how many jesus were there,9,1,8,9,=,24.0,
3336,how many nhl players are from california,10,1,9,10,=,12.0,
2767,how many missions in kcd,10,1,9,10,=,29.0,
3119,how many lhds are there in nsw,7,2,5,7,=,8.0,
4488,how many retail workers in the us,10,1,9,10,=,29000000.0,
6029,how many zoba in eritrea,10,4,6,10,=,6.0,
4532,how many rovers are on mars,8,1,7,8,=,4.0,
4612,how many rss schools in india,10,1,9,10,=,24396.0,
5837,how many yale colleges are there,10,2,8,10,=,14.0,
5915,how many yukon gold potatoes in 1 pound,10,3,8,10,=,5.0,
1731,how many giovanni quests are there,10,1,9,10,=,2.0,
11,how many aaron rodgers super bowl,10,1,9,10,=,6.0,
5250,how many ujjwala connection in india,10,1,9,10,=,30000000.0,
1906,how many hexagons in catan,10,2,8,10,=,19.0,
1350,how many epl teams,11,6,5,11,=,20.0,
1385,how many esds in oregon,10,2,8,10,=,19.0,
434,how many offices does bclp have,10,1,9,10,=,25.0,
3567,how many nba teams are in the bubble,9,3,6,9,=,22.0,
1304,how many elvis movies in hawaii,9,4,5,9,=,3.0,
1551,how many fiat currencies are there,10,2,8,10,=,180.0,
4440,how many branches of rbl bank in india,10,2,8,10,=,386.0,
4809,how many smbs in australia,10,1,9,10,=,2065523.0,
5099,how many tsc stores are there in canada,10,7,5,10,=,49.0,
4425,how many rakats in qiyam,8,2,7,8,=,11.0,
5539,how many waffle houses are in georgia,10,2,8,10,=,437.0,
5396,how many uzbeks in russia,10,1,9,10,=,1900000.0,
2674,how many judges are on the michigan supreme court,10,1,9,10,=,7.0,
141,how many rings does aikman have,10,3,7,10,=,3.0,
4064,how many osmond brothers,9,1,8,9,=,9.0,
3509,how many mvno are there in singapore,10,2,8,10,=,11.0,
458,how many bfhi hospitals in australia,10,1,9,10,=,77.0,
3171,how many lp to rank up tft,10,3,7,10,=,9.0,
3182,how many labs does labcorp have,10,3,7,10,=,36.0,
826,how many coffee shops in the us,10,2,8,10,=,35616.0,
462,how many brgy in manila,10,4,7,10,=,897.0,
1239,how many education levels are in spain,10,1,9,10,=,5.0,
4554,how many rnc delegates are there,10,1,9,10,=,10.0,
1719,how many ghost cities in china,9,1,8,9,=,50.0,
3571,how many nbc channels are there,10,1,9,10,=,223.0,
1497,how many fcc commissioners are there,10,7,4,10,=,5.0,
3280,how many md schools in california,10,1,9,10,=,12.0,
2716,how many lacrosse players in the us,10,1,9,10,=,684730.0,
5630,how many wkd can i drink and drive,10,1,9,10,=,1.0,
1450,how many gates does ewr have,10,1,9,10,=,121.0,
2555,how many jim crow laws were there,10,1,9,10,=,7.0,
3358,how many soldiers can a mkt feed,10,3,7,10,=,250.0,
2755,how many kbo teams are there,11,13,1,11,=,10.0,
1451,how many miles is the earth,10,3,7,10,=,24860.0,
3025,how many laferraris are there,10,1,9,10,=,499.0,
4060,how many osborne bulls are there in spain,10,4,6,10,=,90.0,
4371,how many questions are on the tennessee permit test,10,7,4,10,=,30.0,
79,how many african countries,10,5,5,10,=,54.0,
4799,how many slps are there in the us,10,1,9,10,=,119300.0,
5442,how many vfw posts are in the united states,10,1,9,10,=,1600000.0,
2441,how many block in jajpur dist,10,2,8,10,=,10.0,
4789,how many skodas sold in uk,10,1,9,10,=,9200.0,
420,how many bcc in outlook,10,1,9,10,=,100.0,
5564,how many wc india won,10,1,9,10,=,4.0,
292,how many asda stores in england,10,1,9,10,=,339.0,
3978,how many okapi are left,10,1,9,10,=,25000.0,
5551,how many walmarts are in the us,10,2,8,10,=,4756.0,
3897,how many obtuse angles does a pentagon have,9,6,4,9,=,5.0,
3937,how many odp regions are there,10,7,3,10,=,4.0,
3752,how many members of npt,10,1,9,10,=,191.0,
4348,how many qantas points to fly to japan,10,1,9,10,=,5000.0,
5818,how many magpul xtm,8,2,6,8,=,4.0,
4746,how many shgs are there in odisha,10,1,9,10,=,600000.0,
2653,jsa how many jobs a week,10,1,9,10,=,3.0,
1505,how many fda approved drugs are there,10,1,9,10,=,20000.0,
1777,how many gpos are there in the us,10,2,8,10,=,600.0,
4188,how many pirates of the caribbean films are there,10,3,7,10,=,5.0,
607,how many breaths for bvm,9,1,8,9,=,10.0,
390,how many bahais in the world,10,1,9,10,=,6000000.0,
4785,how many skateparks are in the us,10,1,9,10,=,3500.0,
3929,how many octets are there in a mac address,10,2,8,10,=,6.0,
2213,how many iits are there in india,10,2,8,10,=,16.0,
2362,how many employees does irvine company have,10,1,9,10,=,16950.0,
4381,how many signs of qiyamah are there,8,1,7,8,=,77.0,
4242,how many ppg does james harden average,10,5,6,10,=,36.1,
338,how many volcanoes in auckland,10,6,4,10,=,50.0,
3669,how many nike clearance stores are there,9,1,8,9,=,20.0,
4320,how many pvr in india,10,3,7,10,=,822.0,
5152,how many subscribers does tyt have,9,2,7,9,=,27000.0,
3723,how many nokia phones have been sold,10,1,9,10,=,24.0,
2732,how many kashmiri pandits were killed in kashmir,10,2,8,10,=,399.0,
1723,how many gic in canada,10,2,8,10,=,10000.0,
4931,how many islands does sweden have,10,3,7,10,=,267570.0,
4384,how many customers does qlik have,10,2,8,10,=,50000.0,
2055,how many huws grey branches,10,1,9,10,=,100.0,
4076,how many ots in nba,10,1,9,10,=,6.0,
2654,how many jsf will australia buy,10,1,9,10,=,28.0,
617,how many terminals does bwi have,10,3,7,10,=,5.0,
3943,how many ofw in saudi arabia,10,1,9,10,=,1000000.0,
1846,how many hawaiian islands are there,10,2,8,10,=,6.0,
4678,how many sam's clubs are there,10,2,8,10,=,599.0,
1887,how many hdmi ports on xbox one,8,5,4,8,=,2.0,
5327,how many urologists are there in the us,10,2,8,10,=,12660.0,
5252,how many uk counties,9,3,6,9,=,48.0,
5629,how many jeep wj were made,10,1,9,10,=,1456.0,
2458,how many jason bourne movies were made,9,3,6,9,=,5.0,
909,how many county in texas,10,3,7,10,=,254.0,
3108,how many lgas in victoria,10,6,4,10,=,79.0,
150,how many akhara in india,10,3,8,10,=,14.0,
3117,how many lgus in the philippines,10,1,9,10,=,1540.0,
1141,how many dtc buses are running in delhi today,10,2,8,10,=,3781.0,
3812,how many nursing homes in florida,9,2,7,9,=,633.0,
4526,how many rounds in nba draft,10,5,5,10,=,2.0,
4518,how many rifles in america,10,2,8,10,=,300000000.0,
2634,how many jordan episodes,10,6,6,10,=,10.0,
3425,how many types of mrp in sap,10,3,8,10,=,2.0,
5586,how many wendy's,9,5,4,9,=,6500.0,
220,how many anzacs died in ww2,10,1,9,10,=,27000.0,
651,how many cbcs courses are there in du,9,2,8,9,=,3.0,
4387,how many components are in qms structure,10,2,8,10,=,4.0,
3028,how many lahore's are there,10,1,9,10,=,2.0,
559,how many b&q stores are open,10,1,9,10,=,288.0,
1269,how many egyptian kings were there,10,1,9,10,=,30.0,
1271,how many whole foods stores are there in the us,10,6,5,10,=,500.0,
1979,how many hmv stores in uk,10,1,9,10,=,120.0,
1131,how many dams in china,9,1,8,9,=,22104.0,
2097,how many icbms does china have,10,2,8,10,=,320.0,
19,how many abc affiliates are there,10,2,8,10,=,232.0,
5800,how many inhalations in xopenex,10,2,8,10,=,2.0,
3814,how many gp in nuapada district,10,1,9,10,=,27.0,
2680,how many juj in supreme court,10,1,9,10,=,6.0,
2280,how many indiana jones movies,10,5,5,10,=,5.0,
1197,how many eal pupils in uk,10,1,9,10,=,1500000.0,
314,how many asuras are there,10,1,9,10,=,12.0,
4732,how many sfst clues,10,3,7,10,=,6.0,
4053,how many orthodox jews in the world,10,1,9,10,=,2000000.0,
2262,how many immigrants are in the us,10,1,9,10,=,47000000.0,
328,how many attended george floyd funeral,8,1,7,8,=,10000.0,
4846,how many soes in china,10,1,9,10,=,97.0,
4571,how many roku devices per account,10,2,9,10,=,6.0,
4328,how many privately owned guns in the us,10,1,9,10,=,393000000.0,
1386,how many bishops are in the catholic church,9,1,8,9,=,5600.0,
2932,how many krill are there,10,1,9,10,=,85.0,
1952,how many hiragana and katakana,9,3,6,9,=,46.0,
1963,how many hmong in usa,10,2,8,10,=,260073.0,
5827,how many slices xxl papa johns,10,2,8,10,=,8.0,
1187,how many dymocks stores in australia,10,3,7,10,=,60.0,
451,how many betty broderick episodes,10,1,9,10,=,7.0,
2753,how many innings in kbo baseball,10,3,7,10,=,12.0,
889,how many employees at csosa,10,2,8,10,=,865.0,
5277,how many border of ulna,10,5,7,10,=,3.0,
4811,how many smbs in the uk,10,2,8,10,=,5900000.0,
1024,how many dhyan explain by maharshi gheranda,10,1,9,10,=,32.0,
1951,how many standards have hiqa,10,1,9,10,=,60.0,
825,how many codons are in the mrna strand,10,4,8,10,=,64.0,
721,how many cfm per btu,10,2,8,10,=,150.0,
520,how many obese in america,10,2,9,10,=,35000000.0,
2908,how many kokoro seeds,9,2,7,9,=,441.0,
1349,how many epl games in a season,10,2,8,10,=,380.0,
4863,how many soviets died in ww2,10,3,7,10,=,26000000.0,
3033,how many lakes does arizona have,10,1,9,10,=,120.0,
5427,how many vectors are in a1 a2 a3,8,2,6,8,=,3.0,
117,how many ahold stores are there in the us,10,3,7,10,=,2000.0,
4153,how many nfl teams use pff,9,1,8,9,=,4.0,
4860,how many soviet soldiers died in ww2,10,2,8,10,=,26000000.0,
2542,how many johns are in the world,10,1,9,10,=,1661.67,
2900,how many kodiak bears in alaska,10,1,9,10,=,3500.0,
1742,how many viewers does gmb get,10,1,9,10,=,1800000.0,
843,how many cpas in the us,10,2,8,10,=,654375.0,
3594,how many ncaa football teams are there,11,5,7,11,=,130.0,
2435,how many jaegers in pacific rim,9,1,8,9,=,30.0,
3318,how many employees does mfs have,10,1,9,10,=,1670.0,
4994,how many tectonic plates does the earth have,10,2,8,10,=,7.0,
474,how many bhms colleges in india,10,1,9,10,=,24.0,
1152,how many stores does dtlr have,10,2,8,10,=,110.0,
5732,how many molecules of xef6 are formed from 12.9,10,8,2,10,=,2.75,
5356,how many utah temples are there,10,3,7,10,=,17.0,
327,how many cts v made,10,5,5,10,=,1887.0,
4941,how many sydney nrl teams,10,1,9,10,=,16.0,
1433,how many eunuchs in pakistan,10,1,9,10,=,300000.0,
5932,how many zara stores in us,10,6,8,10,=,2200.0,
5540,how many waffle houses are in the united states,10,4,6,10,=,2100.0,
6040,how many locations does zoup have,10,1,9,10,=,96.0,
3546,how many nakshatra in kanya rashi,9,1,8,9,=,27.0,
1718,how many gherkins in a big mac,9,5,6,9,=,2.0,
2773,how many employees does kcom have,10,2,8,10,=,1536.0,
4458,how many rcmp members in canada,10,1,9,10,=,30092.0,
4710,how many customers does sce have,10,1,9,10,=,5000000.0,
5806,how many types of xpath are there in selenium,10,4,6,10,=,2.0,
4244,how many ppg does lebron average,10,2,8,10,=,36.1,
4122,how many pct permits,10,1,9,10,=,1400.0,
2479,how many jcb dealers worldwide,10,1,9,10,=,2000.0,
816,how many cng pump in up,10,1,9,10,=,20.0,
5060,how many tnt to destroy obsidian,9,1,8,9,=,6000.0,
44,how many abc,10,1,9,10,=,26.0,
272,how many times arjuna defeated karna,9,1,8,9,=,2.0,
5706,how many wyndham points,10,2,8,10,=,1000.0,
1391,how many eskom power stations in mpumalanga,10,1,9,10,=,11.0,
3900,how many obese people in the world,10,1,9,10,=,650000000.0,
3292,how many mds at jp morgan,10,2,8,10,=,320.0,
5984,how many zg runs for revered,9,2,7,9,=,5.0,
78,how many african americans live in the united states,10,1,9,10,=,41400000.0,
3253,how many mbbs seats in india,10,2,8,10,=,70978.0,
1641,how many ftz in china,10,2,8,10,=,6.0,
1015,how many branches of dhfl in india,10,1,9,10,=,209.0,
1016,how many dhl depots in uk,10,2,8,10,=,1200.0,
3395,how many mountain ranges are in the us,10,2,8,10,=,3.0,
3744,how many npp mps are in parliament,10,1,9,10,=,275.0,
4970,how many tattoos does lil wayne have,10,1,9,10,=,86.0,
926,how many cvn does the us have,10,2,8,10,=,19.0,
2877,how many gears does a klx110 have,10,5,5,10,=,4.0,
2526,how many jfk airports are there,10,1,9,10,=,6.0,
4919,how many sullivan brothers were there,9,11,1,9,=,5.0,
5140,how many twh does the uk use,10,1,9,10,=,2249.0,
861,how many times cppbuzz.com is printed,10,4,8,10,=,5.0,
1994,how many hospitals in ohio,10,4,8,10,=,189.0,
557,how many bpo employees in philippines,10,1,9,10,=,1200000.0,
4234,how many power plants are in the us,10,1,9,10,=,9719.0,
2553,how many jim beam decanters are there,9,1,8,9,=,1650.0,
6051,how many rakat zuhr namaz,8,11,3,8,=,4.0,
355,how many members in awhonn,10,1,9,10,=,24000.0,
2408,how many practices does ivc have,10,1,9,10,=,20.0,
4211,how many pwm fans on one header,9,3,6,9,=,4.0,
5217,how many taluks in udupi district,10,2,9,10,=,7.0,
4954,how many tags in instagram story,9,4,5,9,=,10.0,
2396,how many italian restaurants in usa,10,1,9,10,=,800000.0,
2841,how many kik users,10,6,5,10,=,300000000.0,
2591,how many runways are in jkia,9,3,7,9,=,1.0,
5819,how many strokes in xue,8,2,6,8,=,8.0,
3877,how many nzers live in australia,10,1,9,10,=,568000.0,
5013,how many tft champions,10,1,9,10,=,56.0,
1683,how many branches does gcb have,10,2,8,10,=,150.0,
2572,how many jiu jitsu belts are there,10,1,9,10,=,8.0,
1330,how many enlisted navy seals are there,10,1,9,10,=,13.0,
175,how many alfa romeo giulia sold in us,10,1,9,10,=,68000.0,
2552,how many jillas in kerala,10,2,8,10,=,941.0,
5719,how many xcaret hotels are there,10,1,9,10,=,7.0,
4984,how many tcs branches in mumbai,10,1,9,10,=,19.0,
3148,how many partners in llp india,10,4,7,10,=,2.0,
3699,how many nlp presuppositions are there,10,1,9,10,=,14.0,
2507,how many jehovah's witnesses in the us,10,2,8,10,=,8400000.0,
3322,how many mgm hotels are there,10,1,9,10,=,30.0,
5032,how many tigers in india,10,6,4,10,=,3000.0,
186,how many als patients are there in the us,10,2,8,10,=,5000.0,
21,how many abc stores are there in hawaii,10,2,8,10,=,73.0,
5951,how many zambreros in australia,10,1,9,10,=,200.0,
2404,how many itm stores in nz,10,5,5,10,=,90.0,
573,how many bsl 3 labs are in the us,10,2,8,10,=,4.0,
976,how many dbt skills are there,10,5,6,10,=,4.0,
5279,how many ulster bank branches in ireland,10,1,9,10,=,146.0,
3773,how many types of nrv valves are there,9,1,8,9,=,2.0,
1130,how many dams are there in california,10,3,7,10,=,1500.0,
2114,how many icp joker cards are there,9,5,6,9,=,6.0,
1452,how many runways does ewr have,11,7,7,11,=,3.0,
2044,how many huguenots were killed in france,10,1,9,10,=,70000.0,
3440,how many viewers msnbc,10,3,7,10,=,2800000.0,
3515,how many mwh does a city use,10,1,9,10,=,1000.0,
144,how many airports in london,10,3,7,10,=,6.0,
4353,how many rakats in zuhr qaza namaz,7,3,4,7,=,2.0,
1623,how many fsa in canada,10,2,8,10,=,2000.0,
2375,how many lexus isf were produced,10,1,9,10,=,12000.0,
3831,how many null keys are allowed in hashmap,10,6,5,10,=,1.0,
3588,how many nbn connections can i have,10,1,9,10,=,4.0,
5260,how many nukes does the uk have,10,2,8,10,=,120.0,
1483,how many fax machines are there in the uk,10,1,9,10,=,43000000.0,
4007,how many tribes in omo valley,10,1,9,10,=,8.0,
4049,how many lawyers does orrick have,10,1,9,10,=,990.0,
1237,how many edsel cars were made,10,2,8,10,=,44891.0,
1047,how many dvd volumes of naruto are there,10,1,9,10,=,16.0,
5562,how many wbc are there in human body,10,1,9,10,=,4500.0,
4356,how many levels in qbert,10,1,9,10,=,9.0,
5343,how many ussr died in ww2,10,3,7,10,=,26000000.0,
4889,how many srm colleges in india,10,2,8,10,=,3.0,
2245,how many ayat in surah ikhlas,8,6,2,8,=,4.0,
2015,how many hrci credits for shrm membership,10,1,9,10,=,3.0,
2606,how many jr lines in tokyo,10,2,8,10,=,5.0,
2550,how many jila in india,10,3,7,10,=,720.0,
5094,how many employees does tfl have,10,1,9,10,=,28000.0,
4217,how many pnc branches are there,10,5,5,10,=,2400.0,
3793,how many nsu ro80 made,10,2,8,10,=,37398.0,
1164,how many rakat in zuhr,7,11,2,7,=,4.0,
4404,how many does qudos arena hold,11,3,8,11,=,21000.0,
1983,how many hnwi are there in the us,10,1,9,10,=,5280000.0,
3910,how many times was o'brien shot,10,3,7,10,=,2.0,
3214,how many lvb branches in india,10,2,8,10,=,569.0,
3499,how many muzaini branches in mahboula,10,1,9,10,=,92.0,
4180,how many pilots does delta have,10,2,8,10,=,13082.0,
2247,how many words in surah ikhlas,9,1,8,9,=,17.0,
130,how many aircraft carriers does the us have,10,3,7,10,=,19.0,
1735,how many gun owners in the united states,10,1,9,10,=,393000000.0,
4220,how many pnb branches in india,10,1,9,10,=,10910.0,
765,how many ck2 dlcs are there,9,3,6,9,=,15.0,
3075,how many letters are in the english alphabet,9,9,2,9,=,27.0,
693,how many currency chest in india at present,10,2,8,10,=,4075.0,
5365,how many branches of utkarsh bank,10,2,8,10,=,499.0,
759,how many counties are there in texas,10,3,7,10,=,254.0,
4142,how many pediatricians in the us,10,1,9,10,=,91915.0,
3429,how many msas are there in the us,10,3,7,10,=,392.0,
508,blw how many meals a day,10,5,6,10,=,2.0,
335,how many au is pluto from the sun,10,5,7,10,=,39.5,
6018,how many zizzi restaurants in uk,10,2,8,10,=,160.0,
2347,how many irelands fit in california,10,2,8,10,=,70273.0,
2864,how many kleenex in a box,10,1,9,10,=,75.0,
848,how many cpc modules are there,10,1,9,10,=,4.0,
5883,how many wineries in santa ynez,10,1,9,10,=,120.0,
1342,how many epa superfund sites in us,10,1,9,10,=,1344.0,
5070,how many tokyo ghoul books are there,10,3,7,10,=,13.0,
1542,how many fha loans,10,7,6,10,=,1.0,
3089,how many lessons in duolingo french,10,2,9,10,=,364.0,
2322,how many iowa players are in the nfl,10,2,9,10,=,43.0,
1002,how many detroit become human endings,9,1,8,9,=,85.0,
633,how many cake mixes for 13x9 pan,8,8,2,8,=,2.0,
4152,how many alaskans get pfd,10,1,9,10,=,671364.0,
218,how many a&w restaurants are there in the us,10,3,7,10,=,1000.0,
6052,how many rakat zuhr prayer,9,12,3,9,=,4.0,
20,how many abc stations are there,10,5,5,10,=,8.0,
1410,how many ethnicities in china,10,5,6,10,=,56.0,
1792,how many grocery stores in the us,10,2,8,10,=,40000.0,
2675,how many judges are on the supreme court,10,3,8,10,=,6.0,
4040,how many oak trees in uk,10,2,9,10,=,5.0,
1240,how many education levels are there in spain,10,1,9,10,=,4.0,
2142,how many ultrasounds does iehp cover,10,1,9,10,=,2.0,
1605,how many channels for fpv quadcopter,10,5,6,10,=,4.0,
291,how many asda in uk,10,1,9,10,=,631.0,
3988,how many old people are in the us,10,6,4,10,=,65.0,
670,how many ccgs in london,10,1,9,10,=,32.0,
5855,how many yew seeds are fatal,10,2,8,10,=,50.0,
1821,how many govt employees in india,10,1,9,10,=,21547845.0,
2482,how many jcb factories in the uk,10,1,9,10,=,22.0,
1552,how many fiat currencies have failed,10,2,8,10,=,152.0,
348,how many auxiliary verbs are there in italian,10,1,9,10,=,3.0,
2143,how many ielts band required for canada,10,4,7,10,=,6.5,
5042,how many taekwondo kicks are there,8,1,7,8,=,720.0,
5859,how many worlds on yggdrasil tree,9,5,4,9,=,9.0,
17,how many abandoned buildings in detroit,9,1,8,9,=,70000.0,
3516,how many mwh does a house use,10,4,8,10,=,1.0,
4838,how many suns does mars have,10,1,9,10,=,2.0,
4613,how many cars burned at rsw airport,9,2,7,9,=,3500.0,
5661,how many employees does wpp have,11,4,7,11,=,130000.0,
900,how many cte clusters are offered in mississippi,10,2,8,10,=,16.0,
4700,how many schools in fairfax county,10,2,8,10,=,196.0,
226,how many aoa vanes on 737 max,10,2,9,10,=,2.0,
1134,how many key fields in dso,10,2,8,10,=,16.0,
2354,how many irish in america,10,2,8,10,=,34500000.0,
5914,how many yukon gold potatoes in 1 lb,10,2,9,10,=,5.0,
4770,how many single mothers in the us,10,3,7,10,=,15000000.0,
3780,how many nsg commandos are there in india,7,1,6,7,=,7000.0,
3015,how many languages are spoken in india,10,1,9,10,=,780.0,
757,how many cisco architects are there,10,1,9,10,=,192.0,
1634,how many ftc teams go to worlds,10,6,7,10,=,1.0,
3508,how many filters in mvc,9,1,8,9,=,4.0,
2992,how many branches of kvb are there in india,10,2,8,10,=,788.0,
541,how many bombs were dropped in vietnam,10,2,8,10,=,260000000.0,
4631,how many rural hospitals in texas,10,1,9,10,=,163.0,
5971,how many zdx sold,10,2,8,10,=,7191.0,
2261,how many cpd points for ils,10,5,6,10,=,5.0,
2742,how many kavalactones in kava,10,2,8,10,=,3.0,
4057,how many oryx in new mexico,10,1,9,10,=,29.0,
4867,how many spc petrol stations in singapore,9,2,7,9,=,40.0,
3206,how many luas lines in dublin,10,3,7,10,=,2.0,
5494,how many voyages did ferdinand magellan go on,10,3,7,10,=,5.0,
731,how many cfm for range hood,10,2,8,10,=,100.0,
2241,how many ikeas are there in utah,10,1,9,10,=,26.0,
2710,how many episodes in jyu-oh-sei,10,5,6,10,=,11.0,
1263,how many egt sensor on ford 6.7,7,1,6,7,=,4.0,
2527,how many jfk siblings,10,1,9,10,=,8.0,
2933,how many krispy kremes are there in the us,10,1,9,10,=,361.0,
5666,how many rwc has nz won,10,1,9,10,=,53.0,
1280,how many eircodes in ireland,10,1,9,10,=,3.0,
4835,how many ann taylor stores are closing,9,1,8,9,=,1100.0,
2897,how many koalas died in the australian fires,10,1,9,10,=,25000.0,
5966,how many zcash will there be,10,3,7,10,=,21000000.0,
1026,how many diabetics in the us,10,2,8,10,=,26800000.0,
5993,how many bmw zhp were made,10,1,9,10,=,3314.0,
3094,how many lexus lfa were sold,10,7,3,10,=,3.0,
1079,how many dnr officers are in indiana,10,3,7,10,=,214.0,
1157,how many terminals does dtw have,10,4,6,10,=,2.0,
5876,how many drops of ylang ylang in a diffuser,10,6,6,10,=,2.0,
863,how many cpr cycles in 2 minutes,9,6,4,9,=,5.0,
4186,how many pioneers used the oregon trail,10,1,9,10,=,80000.0,
12,how many aaron's stores are there,10,4,6,10,=,1864.0,
5151,how many members does tyt have,10,2,8,10,=,27000.0,
3415,how many mines in mpumalanga,10,1,9,10,=,127.0,
353,how many differentials in awd,10,3,7,10,=,2.0,
5493,how many vox cinemas in uae,10,1,9,10,=,514.0,
3380,how many seats mns won in 2014,10,2,8,10,=,1.0,
5010,how many texas chainsaw movies are there,9,2,7,9,=,8.0,
2125,how many idioms are there in the english language,10,1,9,10,=,25000.0,
4951,how many tafes are there in victoria,10,1,9,10,=,5.0,
4926,how many seats in scotland,10,4,6,10,=,59.0,
1500,how many terminals at fco airport,10,2,8,10,=,3.0,
2462,how many jauhar in chittorgarh,10,3,7,10,=,3.0,
4639,how many full time rvers are there in the us,10,2,8,10,=,1000000.0,
4135,how many gates does pdx have,10,1,9,10,=,52.0,
3449,how many msu players are in the nba,10,2,8,10,=,6.0,
2422,how many justices are on the supreme court,10,4,6,10,=,9.0,
23,how many abc stores in waikiki,10,2,9,10,=,34.0,
5421,how many counties in maryland,10,10,2,10,=,23.0,
3044,how many latin words are there,10,2,8,10,=,40000.0,
5011,how many texas counties,9,4,5,9,=,254.0,
903,how many ctns are in the navy,9,1,8,9,=,1900.0,
5395,how many uzbeks in korea,10,1,9,10,=,1000.0,
2829,how many kia in afghanistan,10,1,9,10,=,2372.0,
3853,how many nz in australia,10,1,9,10,=,192037.0,
4723,how many sez in china,10,2,8,10,=,5.0,
4466,how many rdx used in pulwama,10,2,8,10,=,80.0,
5187,how many u boats in ww2,10,2,8,10,=,1162.0,
795,how many copies of cmr are there,10,1,9,10,=,3.0,
368,how many ayat in surah nisa,9,4,5,9,=,176.0,
2650,how many juniors are in the us,10,1,9,10,=,50800000.0,
4816,how many smiths in the us,10,1,9,10,=,3053623.0,
135,how many aibo sold,10,1,9,10,=,1500000.0,
172,how many aldi stores are there in the us,10,3,8,10,=,2000.0,
4764,how many sikhs in canada,10,2,8,10,=,500000.0,
5913,how many keys can yubikey store,10,1,9,10,=,25.0,
4475,how many regions are in the united states,10,1,9,10,=,5.0,
2279,how many indian tribes are there,10,3,7,10,=,574.0,
5662,how many washington townships are in new jersey,10,1,9,10,=,5.0,
4434,how many ravens are in the tower of london,9,2,7,9,=,7.0,
2523,how many students appeared for jexpo 2018,10,2,8,10,=,66152.0,
860,how many kpop stans are there,10,1,9,10,=,300000.0,
4306,how many push ups for navy,8,1,7,8,=,51.0,
574,how many bsl 4 labs are in the us,10,1,9,10,=,13.0,
1348,how many epl games,10,3,7,10,=,38.0,
944,how many cycles of cpr,10,4,6,10,=,5.0,
30,how many accountants in the us,10,2,8,10,=,1300000.0,
3251,how many mayors are democrats,10,2,8,10,=,35.0,
3658,how many nh are there in india,10,1,9,10,=,87.0,
